Title	URL	Cantonese Audio
"Aladdin"	https://www.disneyplus.com/movies/aladdin/57QdIBthImk6	false
"Aladdin and the King of Thieves"	https://www.disneyplus.com/movies/aladdin-and-the-king-of-thieves/1WGpvE9OedoC	true
"Aladdin: The Return of Jafar"	https://www.disneyplus.com/movies/aladdin-the-return-of-jafar/3a7AbdVtMz01	true
"Alexander and the Terrible, Horrible, No Good, Very Bad Day"	https://www.disneyplus.com/movies/alexander-and-the-terrible-horrible-no-good-very-bad-day/2tJmgaOdzQ1Z	false
"Alice in Wonderland"	https://www.disneyplus.com/movies/alice-in-wonderland/2l0X3WdCxQ4F	true
"Alice in Wonderland"	https://www.disneyplus.com/movies/alice-in-wonderland/3kQxn8vO3FzH	true
"Alice Through the Looking Glass"	https://www.disneyplus.com/movies/alice-through-the-looking-glass/43mGCn71WLQo	false
"Alien"	https://www.disneyplus.com/movies/alien/3gmwPpcKMkwS	false
"Alien Resurrection"	https://www.disneyplus.com/movies/alien-resurrection/1DXesYstHoxu	false
"Alien Vs. Predator"	https://www.disneyplus.com/movies/alien-vs-predator/73VZUHgbMVBG	false
"Alien3"	https://www.disneyplus.com/movies/alien3/6vdNV13cJue5	false
"Alien: Covenant"	https://www.disneyplus.com/movies/alien-covenant/42uYz25lgzx5	false
"Aliens"	https://www.disneyplus.com/movies/aliens/224lP4LHXbRb	false
"Aliens of the Deep"	https://www.disneyplus.com/movies/aliens-of-the-deep/7ZpeJZobeyiw	false
"Aliens Vs. Predator - Requiem"	https://www.disneyplus.com/movies/aliens-vs-predator-requiem/4378KtOhYHh7	false
"Alita: Battle Angel"	https://www.disneyplus.com/movies/alita-battle-angel/3XVDVAgJtvXi	false
"All About Steve"	https://www.disneyplus.com/movies/all-about-steve/7jJcEMbVyDxS	false
"All I See is You"	https://www.disneyplus.com/movies/all-i-see-is-you/3zvhYW2E9ILk	false
"All in a Nutshell"	https://www.disneyplus.com/movies/all-in-a-nutshell/2V71DtZVX5jV	true
"Alley Cats Strike!"	https://www.disneyplus.com/movies/alley-cats-strike/2UPd3dVZog9B	false
"Almost Angels"	https://www.disneyplus.com/movies/almost-angels/5H3ld9NkQbU0	false
"Amelia"	https://www.disneyplus.com/movies/amelia/7Rs2rm0uodQI	false
"America the Beautiful"	https://www.disneyplus.com/movies/america-the-beautiful/2WoSj3IUaAva	false
"America's Heart & Soul"	https://www.disneyplus.com/movies/americas-heart-soul/5EhkJ3kI8b1W	false
"Amy"	https://www.disneyplus.com/movies/amy/2YziXd5Rya2g	false
"An Affair to Remember"	https://www.disneyplus.com/movies/an-affair-to-remember/f88plkj71eZh	false
"An Extremely Goofy Movie"	https://www.disneyplus.com/movies/an-extremely-goofy-movie/ip3un6dWnPcq	true
"An Innocent Man"	https://www.disneyplus.com/movies/an-innocent-man/4lgKTZ8GraSI	false
"Anastasia"	https://www.disneyplus.com/movies/anastasia/kk5jp1fOnbBy	true
"Anna and the King"	https://www.disneyplus.com/movies/anna-and-the-king/MiDILUsqJVFe	false
"Annapolis"	https://www.disneyplus.com/movies/annapolis/2xxtGarfhmuu	false
"Annie"	https://www.disneyplus.com/movies/annie/5DONaVbfudnc	false
"Another Earth"	https://www.disneyplus.com/movies/another-earth/4yFFTodgIgdi	false
"Antwone Fisher"	https://www.disneyplus.com/movies/antwone-fisher/1JKzhCKjfi4n	false
"Anywhere But Here"	https://www.disneyplus.com/movies/anywhere-but-here/3Vuw1qPJJ7PM	false
"Apollo: Missions To The Moon"	https://www.disneyplus.com/movies/apollo-missions-to-the-moon/1f6BzHy0ikUs	false
"Aquamarine"	https://www.disneyplus.com/movies/aquamarine/5O2F4FP8xPC1	false
"Arendelle Castle Yule Log"	https://www.disneyplus.com/movies/arendelle-castle-yule-log/3N7d9Jrc5SiB	false
"Armageddon"	https://www.disneyplus.com/movies/armageddon/nYMyD8pYnlQf	false
"Artemis Fowl"	https://www.disneyplus.com/movies/artemis-fowl/7GHUkgt7iSgR	true
"Atlantis Rising"	https://www.disneyplus.com/movies/atlantis-rising/2pZJOgic44YJ	false
"Atlantis: Milo's Return"	https://www.disneyplus.com/movies/atlantis-milos-return/4Na8bOSQ3Vp0	true
"Atlantis: The Lost Empire"	https://www.disneyplus.com/movies/atlantis-the-lost-empire/20bTDjr36sfj	true
"Auntie Edna"	https://www.disneyplus.com/movies/auntie-edna/5GuxpoZePAD5	true
"Avatar"	https://www.disneyplus.com/movies/avatar/2YOnkRN4LwZZ	false
"Babes in the Woods"	https://www.disneyplus.com/movies/babes-in-the-woods/1lRQoCOzgl1l	true
"Baby's Day Out"	https://www.disneyplus.com/movies/babys-day-out/RfygMTPM5Nru	false
"Babylon A.D."	https://www.disneyplus.com/movies/babylon-ad/gkmvBsEF6Zws	false
"Bachelor Party"	https://www.disneyplus.com/movies/bachelor-party/3WlM0xc8UymS	false
"Back to the Titanic"	https://www.disneyplus.com/movies/back-to-the-titanic/4Zwxx6LTYA6h	false
"Bad Company"	https://www.disneyplus.com/movies/bad-company/4waTxMT2Wlbi	false
"Bad Company (2002)"	https://www.disneyplus.com/movies/bad-company-2002/W1e4w1h5J8La	false
"Bad Girls"	https://www.disneyplus.com/movies/bad-girls/4WnVRUSvBBiQ	false
"Bad Hair Day"	https://www.disneyplus.com/movies/bad-hair-day/4kRBlvMUb9PH	false
"Bad Times at the El Royale"	https://www.disneyplus.com/movies/bad-times-at-the-el-royale/7jLtkTvJhUYs	false
"Baggage Claim"	https://www.disneyplus.com/movies/baggage-claim/U2Zgigphnchn	false
"Bambi"	https://www.disneyplus.com/movies/bambi/2s64jMJasyNO	true
"Bambi II"	https://www.disneyplus.com/movies/bambi-ii/5tjSwpEusYaH	true
"Bao"	https://www.disneyplus.com/movies/bao/2NOY3PbUN9os	false
"Battle for the Planet of the Apes"	https://www.disneyplus.com/movies/battle-for-the-planet-of-the-apes/7PC7x0lBbuzx	false
"Battle of the Sexes"	https://www.disneyplus.com/movies/battle-of-the-sexes/5WdXSyp7j6Tr	false
"Baymax!"	https://www.disneyplus.com/movies/baymax/3yBtoKUbVEKq	false
"Be Water"	https://www.disneyplus.com/movies/be-water/442DhvIxKjup	false
"Beach Picnic"	https://www.disneyplus.com/movies/beach-picnic/2xni9awWDa63	true
"Beaches"	https://www.disneyplus.com/movies/beaches/2ivJ97QCDvlC	false
"Bearly Asleep"	https://www.disneyplus.com/movies/bearly-asleep/4epOnLMmoO5Y	false
"Beauty and the Beast"	https://www.disneyplus.com/movies/beauty-and-the-beast/3oEh78YRc9VN	true
"Beauty and the Beast: Belle's Magical World"	https://www.disneyplus.com/movies/beauty-and-the-beast-belles-magical-world/62Wbvx3MkSNT	false
"Beauty and the Beast: The Enchanted Christmas"	https://www.disneyplus.com/movies/beauty-and-the-beast-the-enchanted-christmas/4OcpHSrxMFs0	true
"Because of Winn-Dixie"	https://www.disneyplus.com/movies/because-of-winn-dixie/wp22f95Oq0PJ	false
"Becoming Cousteau"	https://www.disneyplus.com/movies/becoming-cousteau/6j89SraMsSxO	true
"Bedknobs and Broomsticks"	https://www.disneyplus.com/movies/bedknobs-and-broomsticks/1g2R5E8uFZqt	true
"Bedtime Stories"	https://www.disneyplus.com/movies/bedtime-stories/2yhb68hGaXZE	true
"Beezy Bear"	https://www.disneyplus.com/movies/beezy-bear/6IRXtqGAMUqs	true
"Before and After"	https://www.disneyplus.com/movies/before-and-after/42TdauydULPn	false
"Before the Flood"	https://www.disneyplus.com/movies/before-the-flood/3oY6tZ6FqpMf	false
"Behind Enemy Lines"	https://www.disneyplus.com/movies/behind-enemy-lines/2maNWtvwZMeE	false
"Beloved"	https://www.disneyplus.com/movies/beloved/zdi2rc6HJ2tV	false
"Benji the Hunted"	https://www.disneyplus.com/movies/benji-the-hunted/4RoTTdI8Ofux	false
"Best Laid Plans"	https://www.disneyplus.com/movies/best-laid-plans/k2ORfOHvtH3S	false
"Beverly Hills Chihuahua"	https://www.disneyplus.com/movies/beverly-hills-chihuahua/YWreitZ25c2V	false
"Beverly Hills Chihuahua 2"	https://www.disneyplus.com/movies/beverly-hills-chihuahua-2/SsLR0fVuRnA7	false
"Beverly Hills Chihuahua 3: Viva La Fiesta!"	https://www.disneyplus.com/movies/beverly-hills-chihuahua-3-viva-la-fiesta/4bTZCauaJaCo	false
"Big"	https://www.disneyplus.com/movies/big/7N4EhV7nL9M2	false
"Big Business"	https://www.disneyplus.com/movies/big-business/1Yzrzi2jcDdI	false
"Big Hero 6"	https://www.disneyplus.com/movies/big-hero-6/4AozFbXy3sPw	true
"Big Sharks Rule"	https://www.disneyplus.com/movies/big-sharks-rule/6G0EoJe8JBQH	false
"Big Trouble"	https://www.disneyplus.com/movies/big-trouble/3LXHjYknLzOi	false
"Big Trouble in Little China"	https://www.disneyplus.com/movies/big-trouble-in-little-china/2XuYYYnbrhlr	false
"Billy Bathgate"	https://www.disneyplus.com/movies/billy-bathgate/7Xx8vOsWJdDv	false
"Bin Laden's Hard Drive"	https://www.disneyplus.com/movies/bin-ladens-hard-drive/5AVIPTbtggJW	false
"Bizarre Dinosaurs"	https://www.disneyplus.com/movies/bizarre-dinosaurs/6Dkjp38OKPSe	false
"Black Beauty"	https://www.disneyplus.com/movies/black-beauty/5xblDh090q9k	true
"Black Nativity"	https://www.disneyplus.com/movies/black-nativity/4AriL6CRL999	false
"Black Swan"	https://www.disneyplus.com/movies/black-swan/pkdHtGuu6VZ4	false
"Black Widow"	https://www.disneyplus.com/movies/black-widow/3VfTap90rwZC	false
"Black Widow"	https://www.disneyplus.com/movies/black-widow/7LcaiJWnAYUf	false
"Blackbeard's Ghost"	https://www.disneyplus.com/movies/blackbeards-ghost/1jsRy2jlLTTH	false
"Blank Check"	https://www.disneyplus.com/movies/blank-check/6mjKrJdkGnzf	false
"Boat Builders"	https://www.disneyplus.com/movies/boat-builders/BaQ2H8EstQT5	true
"Bolt"	https://www.disneyplus.com/movies/bolt/3rv7GKMZTggh	true
"Bone Bandit"	https://www.disneyplus.com/movies/bone-bandit/2hIxHsQUKkTj	true
"Books of Blood"	https://www.disneyplus.com/movies/books-of-blood/2khSyERHqyCI	false
"Bootmen"	https://www.disneyplus.com/movies/bootmen/22H1DcHLylzn	false
"Borat: Cultural Learnings Of America For Make Benefit Glorious Nation ..."	https://www.disneyplus.com/movies/borat-cultural-learnings-of-america-for-make-benefit-glorious-nation/RNjb7DVtqgAO	false
"Boundin'"	https://www.disneyplus.com/movies/boundin/6ORws88JanOy	true
"Boys Don't Cry"	https://www.disneyplus.com/movies/boys-dont-cry/5QtqpOG9t15G	false
"Brave"	https://www.disneyplus.com/movies/brave/ovUp92sPbaSW	false
"Brave Little Tailor"	https://www.disneyplus.com/movies/brave-little-tailor/43cGhKlOPvSe	true
"Brave Little Toaster to the Rescue"	https://www.disneyplus.com/movies/brave-little-toaster-to-the-rescue/3SkPJDhuvKEO	false
"Braveheart"	https://www.disneyplus.com/movies/braveheart/6erx76ycCSTj	false
"Breaking2"	https://www.disneyplus.com/movies/breaking2/7SzyTtkYwABb	false
"Breakthrough"	https://www.disneyplus.com/movies/breakthrough/1qGXOnT8knJa	false
"Bride of Boogedy"	https://www.disneyplus.com/movies/bride-of-boogedy/5t557JohHy3a	true
"Bringing Down the House"	https://www.disneyplus.com/movies/bringing-down-the-house/6F3sNwIqOrST	false
"Bringing out the Dead"	https://www.disneyplus.com/movies/bringing-out-the-dead/63NT42z8fL9L	false
"Brink!"	https://www.disneyplus.com/movies/brink/22pSMuevpbAh	false
"Broadcast News"	https://www.disneyplus.com/movies/broadcast-news/3XNW9OtWZKkm	false
"Brokedown Palace"	https://www.disneyplus.com/movies/brokedown-palace/60AY7T8HW4uT	false
"Broken Arrow"	https://www.disneyplus.com/movies/broken-arrow/62iq6SqvQCgm	false
"Brother Bear"	https://www.disneyplus.com/movies/brother-bear/2asiYJlL0GMa	true
"Brother Bear 2"	https://www.disneyplus.com/movies/brother-bear-2/3aRi2Elfcl2U	false
"Brothers in Exile"	https://www.disneyplus.com/movies/brothers-in-exile/6KsGhLXc0Gpu	false
"Brubaker"	https://www.disneyplus.com/movies/brubaker/25mOBfHx6Q4H	false
"Bruce Almighty"	https://www.disneyplus.com/movies/bruce-almighty/2tCu8U4KJsuu	false
"Bubble Boy"	https://www.disneyplus.com/movies/bubble-boy/75DeZvQi7yag	false
"Buffalo Dreams"	https://www.disneyplus.com/movies/buffalo-dreams/3oXNPVamMTFq	false
"Buffy, the Vampire Slayer"	https://www.disneyplus.com/movies/buffy-the-vampire-slayer/5mHut57vPCqX	false
"Bulworth"	https://www.disneyplus.com/movies/bulworth/612JYNwxHTnZ	false
"BURN-E"	https://www.disneyplus.com/movies/burn-e/3ncVK9pNT3Pw	false
"Burrow"	https://www.disneyplus.com/movies/burrow/7kRJyo7c0FeQ	false
"Bushwhacked"	https://www.disneyplus.com/movies/bushwhacked/5x9bAcozlNwN	false
"Butch And Sundance: The Early Days"	https://www.disneyplus.com/movies/butch-and-sundance-the-early-days/4xDrQiaedaIL	false
"Butch Cassidy and the Sundance Kid"	https://www.disneyplus.com/movies/butch-cassidy-and-the-sundance-kid/3n3wFXQ1dClc	false
"Cadet Kelly"	https://www.disneyplus.com/movies/cadet-kelly/9YqyHTwgJYUn	false
"Calendar Girls"	https://www.disneyplus.com/movies/calendar-girls/6mF6wBXaef8i	false
"Camp Nowhere"	https://www.disneyplus.com/movies/camp-nowhere/3e2djCSJd6H1	false
"Can of Worms"	https://www.disneyplus.com/movies/can-of-worms/MZJrol6yNXFZ	false
"Can You Ever Forgive Me?"	https://www.disneyplus.com/movies/can-you-ever-forgive-me/1EAI8J2cXd1h	false
"Can't Buy Me Love"	https://www.disneyplus.com/movies/cant-buy-me-love/1lcaRScWtQ31	false
"Candleshoe"	https://www.disneyplus.com/movies/candleshoe/1hqE9ySkcEVi	false
"Canine Caddy"	https://www.disneyplus.com/movies/canine-caddy/5FLMjqqR6szh	true
"Cars"	https://www.disneyplus.com/movies/cars/41KYquQjLwge	false
"Cars 2"	https://www.disneyplus.com/movies/cars-2/1Evb1neuySt0	false
"Cars 3"	https://www.disneyplus.com/movies/cars-3/2uwOWguXyJe4	false
"Cars Toon: Air Mater"	https://www.disneyplus.com/movies/cars-toon-air-mater/4HUhkPqBonpb	false
"Cars Toon: El Materdor"	https://www.disneyplus.com/movies/cars-toon-el-materdor/6EgtVHGiUtk3	true
"Cars Toon: Heavy Metal Mater"	https://www.disneyplus.com/movies/cars-toon-heavy-metal-mater/6EHwMacZy1XG	true
"Cars Toon: Hiccups"	https://www.disneyplus.com/movies/cars-toon-hiccups/1QZHTKdgAYKV	true
"Cars Toon: Mater Private Eye"	https://www.disneyplus.com/movies/cars-toon-mater-private-eye/5AHcjoBHTEXa	true
"Cars Toon: Mater the Greater"	https://www.disneyplus.com/movies/cars-toon-mater-the-greater/40SIxmM3glC4	true
"Cars Toon: Monster Truck Mater"	https://www.disneyplus.com/movies/cars-toon-monster-truck-mater/5Eep6wMSVUsv	true
"Cars Toon: Moon Mater"	https://www.disneyplus.com/movies/cars-toon-moon-mater/7Tia4OZt7VpI	true
"Cars Toon: Rescue Squad Mater"	https://www.disneyplus.com/movies/cars-toon-rescue-squad-mater/5A3hihRE5g1s	true
"Cars Toon: Spinning"	https://www.disneyplus.com/movies/cars-toon-spinning/4lEYGI31KpZM	true
"Cars Toon: The Radiator Springs 500 1/2"	https://www.disneyplus.com/movies/cars-toon-the-radiator-springs-500-1-2/5dtSdbLsRn8T	true
"Cars Toon: Time Travel Mater"	https://www.disneyplus.com/movies/cars-toon-time-travel-mater/64srW7KvWShQ	false
"Cars Toon: Tokyo Mater"	https://www.disneyplus.com/movies/cars-toon-tokyo-mater/3NlVYnseRlL5	false
"Cars Toon: Unidentified Flying Mater"	https://www.disneyplus.com/movies/cars-toon-unidentified-flying-mater/4tqHONi7G1Eh	true
"Cars Toons: Bugged"	https://www.disneyplus.com/movies/cars-toons-bugged/7gKlZe7Y4hva	true
"Casanova"	https://www.disneyplus.com/movies/casanova/5w1CdsGNJwkf	false
"Casebusters"	https://www.disneyplus.com/movies/casebusters/F2ATYuvKWmN5	false
"Cedar Rapids"	https://www.disneyplus.com/movies/cedar-rapids/2fvAGqM9EUGe	false
"Cesar Millan: The Real Story"	https://www.disneyplus.com/movies/cesar-millan-the-real-story/6ks4EFkZQMDx	false
"Chain Reaction"	https://www.disneyplus.com/movies/chain-reaction/7PWf5ztjLi8B	false
"Chariots of Fire"	https://www.disneyplus.com/movies/chariots-of-fire/3Zwc6Gx3Wxvy	false
"Cheaper By the Dozen"	https://www.disneyplus.com/movies/cheaper-by-the-dozen/7F8hhifxhR37	false
"Cheaper by the Dozen 2"	https://www.disneyplus.com/movies/cheaper-by-the-dozen-2/NHr2Sn1Y7V4E	false
"Cheetah"	https://www.disneyplus.com/movies/cheetah/2ohjmXfiFzHi	false
"Chef Donald"	https://www.disneyplus.com/movies/chef-donald/2R5OYLx02mIl	true
"Chicken Little"	https://www.disneyplus.com/movies/chicken-little/4xcV4EkW6b37	true
"Chip an' Dale"	https://www.disneyplus.com/movies/chip-an-dale/5eSZRj5wMaTi	true
"Choke"	https://www.disneyplus.com/movies/choke/48SuFitHcJXj	false
"Christmas...Again?!"	https://www.disneyplus.com/movies/christmasagain/6LBqUTqduFue	false
"Christopher Robin"	https://www.disneyplus.com/movies/christopher-robin/63WMEQHhUylM	false
"Chronicle"	https://www.disneyplus.com/movies/chronicle/2dRzj3E418Kg	false
"Ciao Alberto"	https://www.disneyplus.com/movies/ciao-alberto/79D7HDii6hHH	true
"Cinderella"	https://www.disneyplus.com/movies/cinderella/5LeF5voLnYgB	true
"Cinderella"	https://www.disneyplus.com/movies/cinderella/VJPw3bEy9iHj	true
"Cinderella II: Dreams Come True"	https://www.disneyplus.com/movies/cinderella-ii-dreams-come-true/4vT55JIzkIMC	true
"Cinderella III: A Twist in Time"	https://www.disneyplus.com/movies/cinderella-iii-a-twist-in-time/6ePDdHBbOrGF	true
"Cinderella Man"	https://www.disneyplus.com/movies/cinderella-man/5n8zkJDFwWva	false
"Cleopatra"	https://www.disneyplus.com/movies/cleopatra/e6Itr0xV9FMg	false
"Clock Cleaners"	https://www.disneyplus.com/movies/clock-cleaners/3A0QHI470rix	true
"Cloud 9"	https://www.disneyplus.com/movies/cloud-9/1ieEt9mw4US0	false
"Clouds"	https://www.disneyplus.com/movies/clouds/7BGWoWi2mVpk	true
"Club Dread"	https://www.disneyplus.com/movies/club-dread/2xrPLZ7lDXXq	false
"Cocktail"	https://www.disneyplus.com/movies/cocktail/1uFOfE4To2Xr	false
"Coco"	https://www.disneyplus.com/movies/coco/db9orsI5O4gC	true
"Cocoon: The Return"	https://www.disneyplus.com/movies/cocoon-the-return/347UpjijVpjc	false
"Cold Creek Manor"	https://www.disneyplus.com/movies/cold-creek-manor/7T8ef7TQPaKe	false
"College Road Trip"	https://www.disneyplus.com/movies/college-road-trip/6hafAmfPqDLG	false
"Commando"	https://www.disneyplus.com/movies/commando/4JoMnRqi5Oot	false
"Con Air"	https://www.disneyplus.com/movies/con-air/67fOQ9wOdLak	false
"Conan The Barbarian"	https://www.disneyplus.com/movies/conan-the-barbarian/5Oa7l430fnU7	false
"Confessions of a Shopaholic"	https://www.disneyplus.com/movies/confessions-of-a-shopaholic/2qxk0TejW7jL	false
"Confessions of a Teenage Drama Queen"	https://www.disneyplus.com/movies/confessions-of-a-teenage-drama-queen/5NXvQbvvDF58	false
"Consenting Adults"	https://www.disneyplus.com/movies/consenting-adults/4ytNV5frmtlc	false
"Conviction"	https://www.disneyplus.com/movies/conviction/4ps2YrAFMBsk	false
"Cool Runnings"	https://www.disneyplus.com/movies/cool-runnings/1zyvW8wIgqET	true
"Corky Romano"	https://www.disneyplus.com/movies/corky-romano/3b6UqaJdVbu9	false
"Corn Chips"	https://www.disneyplus.com/movies/corn-chips/7QaVOLwNAqa7	true
"Courage Under Fire"	https://www.disneyplus.com/movies/courage-under-fire/2giSUX139o1i	false
"Cow Belles"	https://www.disneyplus.com/movies/cow-belles/7bgIcnS0J7w8	false
"Coyote Ugly"	https://www.disneyplus.com/movies/coyote-ugly/2dKeYX05tFY0	false
"Cradle of the Gods"	https://www.disneyplus.com/movies/cradle-of-the-gods/2zeZmkSnGW7b	false
"Cradle Will Rock"	https://www.disneyplus.com/movies/cradle-will-rock/1mUdUDvFlgC3	false
"Crazy Heart"	https://www.disneyplus.com/movies/crazy-heart/5DYcDIDpIbBo	false
"crazy/beautiful"	https://www.disneyplus.com/movies/crazy-beautiful/7J3zbB8Xk3rR	false
"Crimson Tide"	https://www.disneyplus.com/movies/crimson-tide/1YsG2L5B4Ule	false
"Cruella"	https://www.disneyplus.com/movies/cruella/2GJTZuO8I01c	false
"Cyrus"	https://www.disneyplus.com/movies/cyrus/MVBqXUgNEmg1	false
"D2: The Mighty Ducks"	https://www.disneyplus.com/movies/d2-the-mighty-ducks/t92qLjllJsbr	false
"D3: The Mighty Ducks"	https://www.disneyplus.com/movies/d3-the-mighty-ducks/60MKBZyPVXSC	false
"Dadnapped"	https://www.disneyplus.com/movies/dadnapped/2hRChN8VIRtf	true
"Damien - Omen II"	https://www.disneyplus.com/movies/damien-omen-ii/7c3iWVW4ZG6j	false
"Dangerous Minds"	https://www.disneyplus.com/movies/dangerous-minds/H3Yy3gvsUhAa	false
"Dark Water"	https://www.disneyplus.com/movies/dark-water/3oclawZcsDmx	false
"Date Night"	https://www.disneyplus.com/movies/date-night/384KxxuMBi6E	false
"Davy Crockett and the River Pirates"	https://www.disneyplus.com/movies/davy-crockett-and-the-river-pirates/2KTX3AWZUVIW	false
"Davy Crockett, King of the Wild Frontier"	https://www.disneyplus.com/movies/davy-crockett-king-of-the-wild-frontier/3vun9tRZkpPV	true
"Dawn of the Planet of the Apes"	https://www.disneyplus.com/movies/dawn-of-the-planet-of-the-apes/30227b3tnkVM	false
"Day & Night"	https://www.disneyplus.com/movies/day-night/3iQJNxNpwj5h	true
"Day Watch"	https://www.disneyplus.com/movies/day-watch/7fzWfiBuQc3s	false
"Dead Poets Society"	https://www.disneyplus.com/movies/dead-poets-society/67wLIb9Q3c3s	false
"Dead Presidents"	https://www.disneyplus.com/movies/dead-presidents/1KXSEUGNAJTG	false
"Deadpool"	https://www.disneyplus.com/movies/deadpool/3Kh13Lrb0Pnv	false
"Deadpool 2"	https://www.disneyplus.com/movies/deadpool-2/LSuXSQ3S5mxU	false
"Deception"	https://www.disneyplus.com/movies/deception/1suHFtnKABV7	false
"Decorating Disney: Holiday Magic"	https://www.disneyplus.com/movies/decorating-disney-holiday-magic/4QLrT8IeJAt5	false
"Deep Rising"	https://www.disneyplus.com/movies/deep-rising/tDmKd4pascYa	false
"Deion’s Double Play"	https://www.disneyplus.com/movies/deions-double-play/6rciPxjripBs	false
"Delivery Man"	https://www.disneyplus.com/movies/delivery-man/cFXeOza4xhjc	false
"Demolition"	https://www.disneyplus.com/movies/demolition/6O6CcqsUcwf5	false
"Den Brother"	https://www.disneyplus.com/movies/den-brother/4Y7iCBaFeYlu	false
